Codi,Institució,Latitude,Longitude,Web,Ciutat,País,Continent o Zona (CALCULAT),Estudis Mobilitat,"Mobilitat 
estudiants","Mobilitat 
docent","Col. acadèmica 
o institucional","Estudis 
conjunts",Xarxes,Factsheet,Curs d'actualització Factsheet,Estudis insti,Video promocional,,,,,,,,,,,,,,,
IDN999_REVISAR_1,Universitas Muhammadiyah Yogyakarta,-7.8107225,110.3193049,https://www.umy.ac.id/en,Yogyakarta,Indonèsia,Àsia-Pacífic,Global Studies,FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/269382751/Universitas+Muhammadiyah+Yogyakarta.pdf/5459eed9-adab-6756-309e-c4285c38b037?t=1680684309404,2023-24,,,,,,,,,,,,,,,,,
,Universitas Padjadjaran,-6.9261321,107.7746881,http://www.unpad.ac.id/,Bandung,Indonèsia,Àsia-Pacífic,Ciències Polítiques,FALSE,FALSE,TRUE,FALSE,,,2018-19,"Ciències Polítiques
",,,,,,,,,,,,,,,,
IRLMAYNOOT01,National University of Ireland Maynooth,53.384478,-6.6011155,http://www.nuim.ie,Nui Maynooth,Irlanda,Europa,Ciències Econòmiques i Empresarials; Doble grau Dret/Ade; Enginyeries; Traducció i Interpretació,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121140330/National+University+of+Ireland+Maynooth.pdf/00e684ae-2249-3184-d5cd-d7009b328581?t=1682581511404,2026-27,"Ciències Econòmiques i Empresarials; Enginyeries,Traducció i Interpretació
",,,,,,,,,,,,,,,,
IRLDUBLIN01,The Univerisity of Dublin - Trinity College Dublin,53.3437967,-6.2567603,https://www.tcd.ie/,Dublin,Irlanda,Europa,Ciències Polítiques i de l'Administració; Traducció i Interpretació,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121140330/Trinity+College+Dublin.pdf/645e7d91-63fd-fe8d-3c2d-47c758f0089d?t=1680689443359,2026-27,Ciències Polítiques i de l'Administració,,,,,,,,,,,,,,,,
,University College Cork,51.8929069,-8.4942434,http://www.ucc.ie/en/,Cork,Irlanda,Europa,Comunicació Audiovisual,FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121140330/University+College+Cork_2021.pdf/58b0640b-40a6-aece-ede6-32b849bdce2d,2020-21,"Comunicació Audiovisual
",,,,,,,,,,,,,,,,
IRLDUBLIN02,University College Dublin,53.3082312,-6.224133,http://www.ucd.ie/,Dublin,Irlanda,Europa,Dret; Dret-Eco/Ade; Criminologia; Ciències Polítiques i Socials,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121140330/University+College+Dublin.pdf/8034c8a2-7e60-f0db-48c6-144d5f101138?t=1680676474354,"2026-27 (diverses factsheets, consulteu la que us correspongui)","Dret
",https://youtu.be/953yjeRUSTU,,,,,,,,,,,,,,,
IRLLIMERIC01,University of Limerick,52.672582,-8.57676,http://www.ul.ie/international,Limerick,Irlanda,Europa,Periodisme,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121140330/University+of+Limerick.pdf/0ef5c734-cded-5a18-4c88-a36b7653cd7e?t=1680676212416,2026-27,"Periodisme
",https://youtu.be/3L7Ho-da8cQ,,,,,,,,,,,,,,,
IS REYKJAV05,Haskólinn Í Reykjavik,64.1237262,-21.9254355,https://en.ru.is/,Reykjavik,Islàndia,Europa,"Ciències Econòmiques i Empresarials; Dret; Doble Grau en Dret-ECO/ADE; Enginyeries
",TRUE,FALSE,FALSE,FALSE,,https://reykjavik.instructure.com/courses/1435/pages/reykjavik-university-partner-site,2026-27,"Ciències Econòmiques i Empresarials; Dret;Enginyeries
",https://youtu.be/4G0_KCH4MPg, 28.02.2025Enviat mail per reclamar faacsheet,,,,,,,,,,,,,,
IL TELAVIV02,Tel Aviv University,32.1133141,34.8043877,https://english.tau.ac.il/,Tel Aviv,Israel,Àfrica i Orient Mitjà,Tots els graus,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145504/Tel+Aviv+University.pdf/1e35e71b-3bb9-d91e-d2f0-434296af9e77?t=1714129797263,2025-26,Tots els graus,,,,,,,,,,,,,,,,
ISR999_REVISAR_2,The Hebrew University of Jerusalem,31.7945578,35.2414009,http://new.huji.ac.il/en,Jerusalem,Israel,Àfrica i Orient Mitjà,"Ciències Polítiques i de l'Administració; Filosofia, Política i Economia; Global Studies",FALSE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145504/The+Hebrew+University+of+Jerusalem.pdf/df3bad48-5cf8-7b73-2681-acc362db88a9?t=1689591662443,2024-25,"Ciències Polítiques i de l'Administració; Filosofia, Política i Economia; Global Studies",https://youtu.be/AWjpzekCpdg,,,,,,,,,,,,,,,
,European University Institute,43.803079,11.282959,"http://www.eui.eu/Home.aspx
",Fiesole,Itàlia,Europa,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,International University College of Turin,45.0642906,7.678944,http://www.iuctorino.it/,Torino,Itàlia,Europa,Criminologia,FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/International+University+College+of+Turin.pdf/26720a4d-d29d-0bfb-60a6-37a956911134,2019-20,"Dret
",,,,,,,,,,,,,,,,
,Machiavelli Center for Cold War Studies - Università degli Studi di Firenze,43.7776426,11.259765,http://www.machiavellicenter.net/page/3/,Firenze,Itàlia,Europa,Periodisme; Ciències Polítiques; Humanitats; Global Studies,FALSE,TRUE,FALSE,FALSE,,,,"Periodisme, Ciències Polítiques; Humanitats; Global Studies",,,,,,,,,,,,,,,,
I ROMA03,"Luiss Libera Università Internazionale Degli Studi Sociali Guido Carli
",41.9247907,12.4937583,"http://www.luiss.edu
",Roma,Itàlia,Europa,"Ciències Econòmiques i Empresarials; Grau FPE
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/LUISS+University_2021.pdf/87ebdb20-385b-0efc-293b-d88cd3754266?t=1679658759104,2026-27,"Ciències Econòmiques i Empresarials
",https://youtu.be/QQlvzLuK3dE,,,,,,,,,,,,,,,
,Perigeno NGO,,,,,Itàlia,Europa,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
I MILANO02,Politecnico di Milano,45.4780906,9.2282377,http://www.polimi.it,Milano,Itàlia,Europa,Enginyeria Biomèdica; Enginyeria Informàtica,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Politecnico+di+Milano.pdf/84859da1-1798-9c39-4dcd-494c0470698c,2026-27,Enginyeries,,,,,,,,,,,,,,,,
I MILANO04,Università Commerciale Luigi Bocconi,45.4485736,9.189945,http://www.unibocconi.it,Milano,Itàlia,Europa,Ciències Econòmiques i Empresarials; Dret; Dret-Eco/Ade; Ciències Polítiques i Socials ; Humanitats (Grau en Global Studies),TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+Commerciale+Luigi+Bocconi.pdf/948f6a75-ffad-a3d7-d7a1-18e22edfd28b?t=1741855262015,2026-27,"Ciències Econòmiques i Empresarials i Dret
",https://youtu.be/1K7TR9y-iGU,,,,,,,,,,,,,,,
I VARESE02,Università degli Studi dell'Insubria,,,https://www.uninsubria.it/,Insubria,Itàlia,,Medicina,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+dell%27Insubria.pdf/739366ad-459a-fdd4-c837-889888297376?t=1740561181738,2025-26,,,,,,,,,,,,,,,,,
I CAGLIAR01,Università degli Studi di Cagliari,39.2173657,9.1149218,http://www.unica.it,Cagliari,Itàlia,Europa,"Biologia; Humanitats (incloent Global Studies) i Medicina  

",TRUE,FALSE,FALSE,FALSE,,https://en.unica.it/en/international/studying-unica,2025-26,-,,,,,,,,,,,,,,,,
I MILANO03,Università Cattolica del Sacro Cuore di Milano,45.4621325,9.1771785,http://www.unicattolica.it,Milano,Itàlia,Europa,Dret; Doble Grau en Dret-ECO/ADE i Comunicació Audiovisual,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+Catolica+del+Sacro+Cuore.pdf/c685e624-3f0c-a794-7599-96f86932deb3?t=1679584503391,2026-27,"Dret;Doble Grau en Dret-ECO/ADE i Comunicació Audiovisual
",,,,,,,,,,,,,,,,
I VENEZIA01,Università degli Studi Ca' Foscari Venezia,45.4345385,12.3263858,http://www.unive.it,Venecia,Itàlia,Europa,Humanitats,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+Ca+Foscari+di+Venezia.pdf/6f21aa5e-d8d8-8cc4-fe83-4d3a0e08f84a?t=1687256062141,2025-26,"Humanitats
",,,,,,,,,,,,,,,,
I FIRENZE01,Università degli Studi di Firenze,43.7776426,11.259765,http://www.unifi.it,Firenze,Itàlia,Europa,"Ciències Polítiques; Humanitats (inclou Global Studies) i Periodisme
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+di+Firenze.pdf/e9c3f562-9eca-b967-3b87-5634fdee89be,"2026-27 (diverses factsheets, consulteu la que us correspongui)","Ciències Polítiques; Humanitats
",,,,,,,,,,,,,,,,
I  MILANO01,Università degli Studi di Milano,45.4601435,9.1945843,http://www.unimi.it,Milano,Itàlia,Europa,Ciències Polítiques; Dret,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+di+Milano.pdf/68587f2c-6e38-a4f6-b80b-2a7bb3e4aa80,2025-26,"Ciències Polítiques
",,,,,,,,,,,,,,,,
I MILANO15,Università Vita-Salute San Raffaele,45.5069143,9.2647189,https://www.unisr.it/,Milano,Itàlia,Europa,Medicina,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/UNIVERSITA+VITA-SALUTE+SAN+RAFFAELE+24-25.pdf/f75879c0-f931-b1e8-d877-ecd46fcba408?t=1722593160659,2025-26,,,,,,,,,,,,,,,,,
I MILANO16,Università degli Studi di Milano-Bicocca,45.5184868,9.2130554,https://www.scuola-economia-statistica.unimib.it/it/scuola,Milano,Itàlia,Europa,"Ciències Econòmiques i Empresarials
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+di+Milano-Bicocca.pdf/219e42ff-3fcb-9de5-568d-1e402c41e52b?t=1684844752328,2025-26,"Ciències Econòmiques i Empresarials
",https://youtu.be/DEzk4ymbp0k,,,,,,,,,,,,,,,
I BOLOGNA01,Alma Mater Studiorum - Università di Bologna,44.4962318,11.354157,http://www.unibo.it,Bologna,Itàlia,Europa,"Criminologia; Ciències Econòmiques i Empresarials; Ciències Polítiques i Socials (incloent Grau FPE i Global Studies); Dret; Dret-Eco/Ade; Relacions Laborals; Humanitats; Traducció i Interpretació; Màster en Bioinformàtica; Màster en Història del Món""",TRUE,FALSE,FALSE,FALSE,Associación Europaeum,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+di+Bologna.pdf/669271c8-0918-15bd-641e-67126acd54fc?t=1683533663753,2026-27,"Criminologia; Ciències Econòmiques i Empresarials; Ciències Polítiques i Socials (incloent Grau FPE i Global Studies), Dret; Dret-Eco/Ade, Relacions laborals; Humanitats; Traducció i Interpretació; Màster en Bioinformàtica, Màster en Història del Món""",,,,,,,,,,,,,,,,
I NAPOLI01,Università degli Studi di Napoli Federico II,40.845492,14.2578058,http://www.unina.it,Napoli,Itàlia,Europa,Dret; Criminologia; Relacions Laborals,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+studi+di+Napoli+Federico+II_2021.pdf/83375afb-b697-2329-ef5e-1e8faa072774,2025-26,"Dret
",,,,,,,,,,,,,,,,
I CATANIA01,Università degli Studi di Catania,37.5040143,15.0906684,http://www.unict.it,Catania,Itàlia,Europa,Relacions Laborals,FALSE,TRUE,FALSE,FALSE,,https://www.unict.it/it/internazionale/erasmus-study-students,2024-25,"Dret
",,,,,,,,,,,,,,,,
I PALERMO01,Università degli Studi di Palermo,38.11779,13.369838,http://www.unipa.it,Palermo,Itàlia,Europa,Dret; Criminologia; Humanitats (inclou Global Studies) i Enginyeria Biomèdica,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+di+Palermo.pdf/c0351d3e-aa67-213b-ded1-d5d12abb0e92,2024-25,"Dret;Humanitats; Enginyeria Biomèdica
",,,,,,,,,,,,,,,,
I FERRARA01,Università degli Studi di Ferrara,44.8334299,11.6262692,http://www.unife.it,Ferrara,Itàlia,Europa,Dret; Doble Grau en Dret-ECO/ADE,TRUE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+di+Ferrara.pdf/b1822fe1-02ae-c6dc-ad1d-d15e72fb2e19?t=1681200241117,2025-26,"Dret
",,,,,,,,,,,,,,,,
I SALERNO01,Università degli Studi di Salerno,40.7686945,14.7916869,http://www.unisa.it/,Salerno,Itàlia,Europa,Comunicació Audiovisual,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+di+Salerno.pdf/e814416a-50d1-23bf-5f78-2641ea44aaaf,2026-27,Comunicació Audiovisual,,,,,,,,,,,,,,,,
I SIENA01,Università degli Studi di Siena,43.3191797,11.3329627,http://www.unisi.it,Siena,Itàlia,Europa,"Comunicació Audiovisual; Publicitat i RP; Ciencies Polítiques; Biologia Humana; Periodisme; Facultat de Dret; Grau FPE
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+di+Siena.pdf/9813e851-8c53-51e6-c32a-ed2d2132f660,2025-26,"Comunicacició Audiovisual, Publicitat i RP, Ciencies Poltítiques, Biologia Humana; Periodisme, Facultat de Dret; Grau en FP",,,,,,,,,,,,,,,,
I MODENA01,Università degli Studi di Modena e Reggio Emilia,44.6451046,10.9279268,http://www.unimore.it/,Modena,Itàlia,Europa,"Ciències Econòmiques i Empresarials

",TRUE,TRUE,TRUE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+di+Modena+e+Reggio+Emilia.pdf/dfd4a8a4-9500-5b7d-a187-e9e0457c9bcb?t=1680783730388,2025-26,"Biologia Humana i Ciències Econòmiques i Empresarials
",https://www.upf.edu/documents/105229234/251173502/UNIMORE+en.mp4/4f917e4f-c7b3-73ea-9b6e-1ffc95448039,,,,,,,,,,,,,,,
I TRENTO01,Università degli Studi di Trento,46.0667967,11.1231165,http://www.unitn.it,Trento,Itàlia,Europa,Ciències Polítiques; Dret; Dret-Eco/Ade i Criminologia,TRUE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+di+Trento.pdf/99d92e15-cd86-489b-0fde-9a646a9e23f1?t=1678268673472,2026-27,"Ciències Polítiques; Dret
",https://www.youtube.com/watch?v=gYQr_098x8Q,,,,,,,,,,,,,,,
I UDINE01,Università Degli Studi di Udine,46.0810723,13.2119474,http://www.uniud.it/,Udine,Itàlia,Europa,Publicitat i Relacions Públiques,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+di+Udine.pdf.docx/11f1fddf-9f7a-5f60-ef1f-92afc3fe93d7?t=1681202497251,2025-26,Publicitat i Relacions Públiques,,,,,,,,,,,,,,,,
I PADOVA01,"Università degli Studi di Padova ""Il Bo""",45.406766,11.8774462,http://www.unipd.it,Padova,Itàlia,Europa,"Ciències Econòmiques i Empresarials; Dret; Relacions Laborals; Enginyeria en Informàtica; Enginyeria Biomèdica i Enginyeria de Sistemes Audiovisuals
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+di+Padova+-+Il+Bo.pdf/202c0c4f-5a4a-f57d-9c1d-1bb3a055f79c,2025-26,"Ciències Econòmiques i Empresarials; Dret; Enginyeria en Informàtica
",https://youtu.be/Zl6vKRe6PWc,,,,,,,,,,,,,,,
I ROMA16,Università degli Studi Roma Tre,41.862585,12.479095,http://www.uniroma3.it,Roma,Itàlia,Europa,"Ciències Econòmiques i Empresarials; Ciències Polítiques; Comunicació Audiovisual; Periodisme; Facultat de Dret; Facultat d'Humanitats; Grau FPE; Global Studies
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+Roma+Tre.pdf/5cdb492b-9411-0cd4-8fee-952a0ee87414,2025-26,"Ciències Econòmiques i Empresarials; Ciències Polítiques; Comunicació Audiovisual; Dret;Humanitats
",,,,,,,,,,,,,,,,
I  PISA01,Università di Pisa,43.7167235,10.3988593,http://www.unipi.it/,Pisa,Itàlia,Europa,Humanitats (inclou Global Studies),FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+di+Pisa.pdf/331c2118-79a1-3c16-8d3d-e50f842bc07f,2024-25,"Humanitats
",,,,,,,,,,,,,,,,
I ROMA01,"Università degli Studi di Roma ""La Sapienza""",41.9037626,12.5144384,http://www.uniroma1.it,Roma,Itàlia,Europa,Enginyeries (excepte Enginyeria Biomèdica); MA i PhD Traducció i Lingüística,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+di+Roma+-+La+Sapienza.pdf/a5b1d012-5c3b-ad4d-514a-dffe02892b14?t=1681204903594,2025-26,"Comunicació Audiovisual; Enginyeries i Humanitats
",,,,,,,,,,,,,,,,
I TORINO01,Università degli Studi di Torino,45.069428,7.6889006,http://www.unito.it,Torino,Itàlia,Europa,Dret; Criminologia,TRUE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+di+Torino.pdf/f7d68ce3-1fa8-1185-5583-c2b8a0a69674,2026-27,"Dret
",,,,,,,,,,,,,,,,
,Universitat dels Estudis de Bolonya,44.4962318,11.354157,http://www.unibo.it/en,Bolonia,Itàlia,Europa,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
I URBINO01,Università degli Studi di Urbino,43.7243069,12.6367849,http://www.uniurb.it,Urbino,Itàlia,Europa,Humanitats (inclou FPE i Global Studies),TRUE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+degli+Studi+di+Urbino.pdf/5e42a977-c782-16dc-ead5-802d2edcd149,2025-26,"Humanitats
",,,,,,,,,,,,,,,,
I SIENA02,"Università per Stranieri di Siena
",43.3313358,11.321635,"http://www.unistrasi.it
",Siena,Itàlia,Europa,Humanitats (inclou Global Studies),TRUE,TRUE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121145553/Universit%C3%A0+per+Stranieri+di+Siena.pdf/a86f1bff-b9aa-5307-5ac9-7a7cd561dfc5,2026-27,Humanitats,,,,,,,,,,,,,,,,
,Aichi Prefectural University,35.1820306,137.0878981,http://www.aichi-pu.ac.jp/eng/,Aichi,Japó,Àsia-Pacífic,,FALSE,FALSE,TRUE,FALSE,,,,Study Abroad,,,,,,,,,,,,,,,,
JPN999_REVISAR_1,Doshisha University,36.204824,138.252924,https://www.doshisha.ac.jp/en/,Kyoto,Japó,Àsia-Pacífic,,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121167336/Doshisha+University/96ead8ff-2a79-da33-d421-6c37be9d75df,2026-27,,,,,,,,,,,,,,,,,
JPN999_REVISAR_2,Hitotsubashi University,35.6944035,139.4454577,http://www.hit-u.ac.jp/eng/,Tokio,Japó,Àsia-Pacífic,"Ciències Polítiques i de l'Administració; Filosofia, Política i Economia; Global Studies",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121167336/Hitotsubashi+University.pdf/de83934a-616b-d572-e617-d14deb75213c?t=1679656312355,2026-27,"Ciències Polítiques i de l'Administració; Filosofia, Política i Economia; Global Studies",https://international.hit-u.ac.jp/jp/pros/orientation/pdf/2019_Orientation_VIdeo.mp4,,,,,,,,,,,,,,,
JPN999_REVISAR_3,Keio University,35.6489643,139.7429376,http://www.ic.keio.ac.jp/en,Tokyo,Japó,Àsia-Pacífic,"Tots els estudis excepte Medicina
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121167336/Keio+University.pdf/3a9b8bba-45b7-22d7-fc99-8d0bd99b6649?t=1741081860059,2025-26,"Tots els estudis excepte Medicina. Study Abroad
",,,,,,,,,,,,,,,,
JPN999_REVISAR_4,Kobe University,34.7257018,135.2336432,https://www.kobe-u.ac.jp/en,Kobe,Japó,Àsia-Pacífic,Ciències Polítiques; Humanitats; Global Studies,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121167336/Kobe+University/f662c9e3-825c-e334-5548-87012245a80e,2025-26,Ciències Polítiques; Humanitats; Global Studies,,,,,,,,,,,,,,,,
,Kwansei,34.7688408,135.3468064,https://global.kwansei.ac.jp/,Nishinomiya,Japó,Àsia-Pacífic,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
J  TOKYO06,Tokyo University of Foreign Studies,35.6744163,139.5204545,http://www.tufs.ac.jp/english/,Tokyo,Japó,Àsia-Pacífic,Humanitats (inclou Global Studies); Ciències Polítiques; Periodisme; Màster en Estudis Xinesos,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121167336/Tokyo+University+of+Foreign+Studies.pdf/8caaec8f-4d93-ecc4-39de-f145ff159239?t=1696937381631,2025-26,"Humanitats
",,,,,,,,,,,,,,,,
J TOKYO05,Waseda University,35.7087334,139.7196485,http://www.waseda.jp/top/en,Tokyo,Japó,Àsia-Pacífic,Ciències Econòmiques i Empresarials; Humanitats; Ciències Polítiques,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121167336/Waseda+University.pdf/a8e9d24a-924e-6d3e-9849-f67fd9aa8ea1?t=1721720606045,2026-27,Ciències Econòmiques i Empresarials; Humanitats; Ciències Polítiques,https://www.youtube.com/user/wasedaPR,,,,,,,,,,,,,,,
LV RIGA14,Stockholm School of Economics In Riga,56.9591529,24.1076178,http://www.sseriga.edu/en/,Riga,Letònia,Europa,"Ciències Econòmiques i Empresarials
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121168860/Stockholm+School+of+Economics+In+Riga.pdf/07eda34b-4277-8e6b-91e9-652e9ba12d7e,2025-26,"Ciències Econòmiques i Empresarials
",,,,,,,,,,,,,,,,
LBN999_REVISAR_1,American University of Beirut,33.9008359,35.480744,http://www.aub.edu.lb/,Beirut,Líban,Àfrica i Orient Mitjà,Ciències Polítiques i Socials; Ciències Econòmiques i Empresarials; Humanitats,FALSE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/217265262/American+University+of+Beirut/2a603488-b194-42d1-1b16-211474be7df5,2026-27,,https://youtu.be/SbtN12CJYIA,,,,,,,,,,,,,,,
,Universiti Teknologi Malaysia,1.5573011,103.6372524,http://www.utm.my/,Johor,Malàisia,Àsia-Pacífic,Informàtica i Telecomunicacions,FALSE,FALSE,TRUE,FALSE,,,2018-19,"Informàtica i Telecomunicacions
",,,,,,,,,,,,,,,,
MAR999_REVISAR_1,Mohammed VI Polytechnic University,32.2181772,-7.9378464,https://www.um6p.ma/fr,Benguerir,Marroc,Àfrica i Orient Mitjà,Ciències Polítiques; Global Studies; Dret,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121170302/Universit%C3%A9+Mohammed+VI+Polytechnique%2C+Facult%C3%A9+de+Gouvernance%2C+Sciences+Economiques+et+Sociales.pdf/4773895b-0d70-4509-75e3-7407f4b93a96?t=1679660958365,2026-27,"Ciències Polítiques; Dret
",, 04.03.2025Enviat mail per reclamar faacsheet,,,,,,,,,,,,,,
MEX999_REVISAR_1,Centro de Investigación y Docencia Económicas (CIDE),19.3743754,-99.2637322,http://www.cide.edu/,México,Mèxic,Amèrica Llatina,Ciències Polítiques,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121170935/CIDE.pdf/ad12c068-d7f8-2a04-384b-c192ce802d00,2025-26,Ciències Polítiques,,,,,,,,,,,,,,,,
MEXMEXICO04,El Colegio de México,19.303713,-99.2075505,http://www.colmex.mx,Ciudad de México,Mèxic,Amèrica Llatina,Ciències Polítiques,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121170935/Colegio+de+M%C3%A9xico.pdf/1fffc2b1-247c-6b77-9aea-d8307d2ef769,2026-27,"Ciències Polítiques
",,,,,,,,,,,,,,,,
,Instituto Belisario Domínguez de La Cámara de Senadores,19.4323761,-99.1575504,http://www.senado.gob.mx/iilsen/,"Mexico, D.F.",Mèxic,Amèrica Llatina,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Instituto Nacional de Ciencias Penales (Inacipe),19.2863892,-99.165831,http://www.inacipe.gob.mx/,"Mexico, D.F.",Mèxic,Amèrica Llatina,Criminologia,FALSE,FALSE,TRUE,FALSE,,,,"Criminologia
",,,,,,,,,,,,,,,,
,Instituto Superior de Intérpretes y Traductores,19.432068,-99.165254,http://www.isit.edu.mx/,"Mexico, D.F.",Mèxic,Amèrica Llatina,Lingüística Aplicada (IULA),FALSE,FALSE,TRUE,FALSE,,,,"Lingüística Aplicada (IULA)
",,,,,,,,,,,,,,,,
MEXMEXICO09,Instituto Tecnológico Autónomo de México (ITAM),19.3450908,-99.2001039,http://www.itam.mx/es/index.php,Ciudad de México,Mèxic,Amèrica Llatina,"Ciències Econòmiques i Empresarials 
",TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121170935/ITAM.pdf/056a5e18-1d8b-7c26-9952-90db938ef97f,2025-26,"Ciències Econòmiques i Empresarials i Enginyeries
",https://youtu.be/5lnZa7ew5GI,,,,,,,,,,,,,,,
MEXMONTERR01,Instituto Tecnológico y de Estudios Superiores de Monterrey,25.6515649,-100.28954,https://tec.mx/es,Monterrey,Mèxic,Amèrica Llatina,,TRUE,FALSE,FALSE,FALSE,,https://www.upf.edu/documents/105229234/121170935/Tecnol%C3%B3gico+de+Monterrey-Campus+Ciudad+de+M%C3%A9xico.pdf/fc07fc22-74d5-7995-8edb-c405ecacce7b?t=1740387111412,2026-27,"Tots els estudis excepte Ciències de la Salut i de la Vida i Traducció i Interpretació
",,,,,,,,,,,,,,,,
MEXMONTERR01,Instituto Tecnológico y de Estudios Superiores de Monterrey (Campus Ciudad de México),19.2853955,-99.1355819,http://www.itesm.edu,Ciudad de México,Mèxic,Amèrica Llatina,Tots els estudis ,TRUE,FALSE,TRUE,FALSE,,https://www.upf.edu/documents/105229234/121170935/Tecnol%C3%B3gico+de+Monterrey-Campus+Ciudad+de+M%C3%A9xico.pdf/fc07fc22-74d5-7995-8edb-c405ecacce7b,2025-26,"Tots els estudis excepte Ciències de la Salut i de la Vida i Traducció i Interpretació
",,,,,,,,,,,,,,,,
,La Suprema Corte de Justicia de la Nación de los Estados Unidos Mexicanos,19.431169,-99.1319184,https://www.scjn.gob.mx/,Ciudad de México,Mèxic,Amèrica Llatina,,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,
,Universidad Autónoma de Chihuahua,31.7408074,-106.4448265,http://www.uach.mx/,Chihuahua,Mèxic,Amèrica Llatina,Periodisme,FALSE,FALSE,TRUE,FALSE,,,,"Periodisme
",,,,,,,,,,,,,,,,
